latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-0.0127,35.1788,319.9,1.8,1.3,2015-01-15,0748,Terra,MODIS,68,6.2,305.8,17.7,D,0
-0.5889,37.504,317.6,1.2,1.1,2015-01-15,0748,Terra,MODIS,26,6.2,304.1,3.8,D,0
-3.7429,39.8168,355.6,1,1,2015-01-15,0749,Terra,MODIS,97,6.2,299.7,66.5,D,0
-3.5908,38.4203,324,1,1,2015-01-15,0749,Terra,MODIS,58,6.2,308.1,9.1,D,0
-1.8401,40.8763,334,1.1,1.1,2015-01-15,1044,Aqua,MODIS,78,6.2,309.7,22.9,D,0
-2.1328,40.8319,328.5,1.2,1.1,2015-01-15,1044,Aqua,MODIS,60,6.2,305.9,14.7,D,0
-1.8386,40.8865,325.2,1.1,1.1,2015-01-15,1044,Aqua,MODIS,46,6.2,309,9.3,D,0
-2.1352,40.8376,325.4,1.2,1.1,2015-01-15,1044,Aqua,MODIS,56,6.2,305.9,12.1,D,0
-1.9337,41.1686,324.5,1.1,1.1,2015-01-15,1044,Aqua,MODIS,54,6.2,307.1,12.5,D,0
-2.104,40.8278,326,1.2,1.1,2015-01-15,1044,Aqua,MODIS,42,6.2,308.2,9.8,D,0
-1.7395,40.9393,328.4,1.1,1.1,2015-01-15,1044,Aqua,MODIS,41,6.2,309.2,15.4,D,0
-0.0267,35.127,320.8,2.8,1.6,2015-01-15,1045,Aqua,MODIS,43,6.2,305.2,37,D,0
-0.0292,35.1321,321.6,2.8,1.6,2015-01-15,1045,Aqua,MODIS,53,6.2,305.4,40.3,D,0
-3.36,38.4283,320.2,1.2,1.1,2015-01-15,2008,Terra,MODIS,100,6.2,290.7,23.3,N,0
-0.3243,36.3935,335.6,1,1,2015-01-15,2009,Terra,MODIS,100,6.2,284.6,42.2,N,0
-3.3521,38.4326,302.9,1.1,1,2015-01-15,2307,Aqua,MODIS,52,6.2,288.7,7,N,0
0.8633,34.8847,322.6,1.7,1.3,2015-01-16,0831,Terra,MODIS,68,6.2,307.2,20.7,D,0
-3.5882,38.4122,328.7,2,1.4,2015-01-16,1126,Aqua,MODIS,68,6.2,305.7,28.1,D,0
-3.5856,38.4293,326,2,1.4,2015-01-16,1126,Aqua,MODIS,59,6.2,305.4,20.1,D,0
0.0489,37.3425,326.5,1.9,1.3,2015-01-16,1127,Aqua,MODIS,60,6.2,304.6,39.7,D,0
-0.9341,34.5622,318.9,1.2,1.1,2015-01-16,1127,Aqua,MODIS,38,6.2,300.9,10.3,D,0
-0.0216,35.2099,323.7,1.3,1.1,2015-01-16,1128,Aqua,MODIS,57,6.2,307.9,12.9,D,0
0.9216,34.9578,342.2,1.3,1.1,2015-01-16,1128,Aqua,MODIS,87,6.2,311.1,47,D,0
0.8602,34.8791,335.4,1.3,1.1,2015-01-16,1128,Aqua,MODIS,80,6.2,312.9,26.9,D,0
-0.0166,35.1734,321.3,1.3,1.1,2015-01-16,1128,Aqua,MODIS,26,6.2,306.2,9.2,D,0
0.9232,34.9692,333,1.3,1.1,2015-01-16,1128,Aqua,MODIS,77,6.2,307.9,26,D,0
0.6116,35.216,338.6,1.3,1.1,2015-01-16,1128,Aqua,MODIS,83,6.2,315.7,32.1,D,0
-0.0248,34.8366,320,1.2,1.1,2015-01-16,1128,Aqua,MODIS,36,6.2,304.9,10.3,D,0
0.3893,35.4352,326.4,1.4,1.2,2015-01-16,1128,Aqua,MODIS,64,6.2,311.7,13.7,D,0
0.3668,35.2806,324.2,1.3,1.1,2015-01-16,1128,Aqua,MODIS,57,6.2,309.9,12.3,D,0
-0.0199,35.2213,333.4,1.3,1.1,2015-01-16,1128,Aqua,MODIS,79,6.2,307.2,30.4,D,0
3.7862,34.2056,328.5,1.3,1.1,2015-01-16,1129,Aqua,MODIS,31,6.2,313.1,13.9,D,0
-2.012,40.8219,320.4,1.9,1.3,2015-01-17,1032,Aqua,MODIS,51,6.2,299,21.7,D,0
-3.4439,38.33,305.2,1,1,2015-01-17,1956,Terra,MODIS,57,6.2,287.1,6.4,N,0
-3.4632,38.3232,303.2,1,1,2015-01-17,1956,Terra,MODIS,30,6.2,289.2,4.7,N,0
3.3591,37.7018,307.3,1,1,2015-01-17,1958,Terra,MODIS,71,6.2,291.3,7.7,N,0
3.3579,37.6929,303.4,1,1,2015-01-17,1958,Terra,MODIS,12,6.2,291.3,4.9,N,0
3.3298,37.6879,303.2,1,1,2015-01-17,1958,Terra,MODIS,17,6.2,290.4,5,N,0
3.3275,37.6862,331.5,1.3,1.1,2015-01-17,2253,Aqua,MODIS,100,6.2,293.3,46.9,N,0
3.3292,37.6741,321.9,1.3,1.2,2015-01-17,2253,Aqua,MODIS,100,6.2,292.7,29.5,N,0
3.3395,37.6756,308.4,1.3,1.2,2015-01-17,2253,Aqua,MODIS,74,6.2,293.1,12.7,N,0
-3.4215,38.2788,307.5,1.1,1,2015-01-17,2255,Aqua,MODIS,72,6.2,290.7,9,N,0
0.6165,35.2288,326.7,1.2,1.1,2015-01-18,0818,Terra,MODIS,74,6.2,313.1,12.3,D,0
0.9633,34.9155,320.8,1.1,1,2015-01-18,0818,Terra,MODIS,66,6.2,307,8.3,D,0
1.2159,34.7749,327.5,1.1,1,2015-01-18,0818,Terra,MODIS,78,6.2,306.6,16.9,D,0
1.0844,35.2086,316.5,1.1,1.1,2015-01-18,0818,Terra,MODIS,50,6.2,303.5,5.9,D,0
0.921,34.903,322.9,1.1,1,2015-01-18,0818,Terra,MODIS,70,6.2,306.6,11.3,D,0
0.9224,34.8932,321.2,1.1,1,2015-01-18,0818,Terra,MODIS,66,6.2,305.5,8.8,D,0
3.9764,34.1105,324.1,1,1,2015-01-18,0818,Terra,MODIS,49,6.2,308.6,9.4,D,0
-3.2705,37.7883,334.1,2,1.4,2015-01-18,0819,Terra,MODIS,83,6.2,304.5,48.1,D,0
-1.8615,40.8626,315.2,3.3,1.7,2015-01-18,0819,Terra,MODIS,27,6.2,294.6,36.5,D,0
-3.7738,39.0815,337.9,1.3,1.1,2015-01-18,1114,Aqua,MODIS,83,6.2,302,35.8,D,0
-2.1242,40.8463,325.5,1.8,1.3,2015-01-18,1115,Aqua,MODIS,45,6.2,301.4,26.3,D,0
-0.1787,36.194,319,1,1,2015-01-18,1115,Aqua,MODIS,8,6.2,301.4,6.4,D,0
-1.3167,37.7654,327.1,1.2,1.1,2015-01-18,1115,Aqua,MODIS,32,6.2,309.5,9.1,D,0
-0.0216,35.5627,332.6,1,1,2015-01-18,1115,Aqua,MODIS,58,6.2,295.7,27,D,0
-1.8771,40.8646,327.1,1.9,1.3,2015-01-18,1115,Aqua,MODIS,43,6.2,301.4,34,D,0
0.8271,34.9348,329.4,1,1,2015-01-18,1116,Aqua,MODIS,65,6.2,308.8,13.8,D,0
3.987,34.1133,332.9,1,1,2015-01-18,1116,Aqua,MODIS,41,6.2,312.8,13.9,D,0
1.1564,34.7904,325.9,1,1,2015-01-18,1116,Aqua,MODIS,46,6.2,312.6,8.2,D,0
3.9781,34.1146,336.4,1,1,2015-01-18,1116,Aqua,MODIS,77,6.2,314.8,20.3,D,0
3.9793,34.1235,331.2,1,1,2015-01-18,1116,Aqua,MODIS,40,6.2,313.2,12,D,0
3.403,34.4035,328.2,1,1,2015-01-18,1116,Aqua,MODIS,52,6.2,312.7,13,D,0
3.4042,34.4124,327,1,1,2015-01-18,1116,Aqua,MODIS,29,6.2,311.4,10.9,D,0
3.3428,37.7128,336.2,1.3,1.1,2015-01-18,1116,Aqua,MODIS,47,6.2,322.1,15.6,D,0
3.9768,34.1057,333.7,1,1,2015-01-18,1116,Aqua,MODIS,58,6.2,314.6,16.1,D,0
3.2175,34.9773,335.3,1,1,2015-01-18,1116,Aqua,MODIS,74,6.2,307.1,25.7,D,0
1.0713,34.8988,324.9,1,1,2015-01-18,1116,Aqua,MODIS,55,6.2,311.4,9,D,0
3.9769,34.0956,312.3,1.4,1.2,2015-01-18,2336,Aqua,MODIS,84,6.2,293.1,18.2,N,0
-2.0954,40.8212,313.3,3.3,1.7,2015-01-19,1019,Aqua,MODIS,44,6.2,290.9,24.8,D,0
-1.933,40.5126,320.5,1,1,2015-01-19,1944,Terra,MODIS,100,6.2,292.8,17.6,N,0
-1.9343,40.5034,303.6,1,1,2015-01-19,1944,Terra,MODIS,56,6.2,292.3,3.9,N,0
3.5096,34.4535,304.1,2.1,1.4,2015-01-19,1946,Terra,MODIS,59,6.2,294.1,15.8,N,0
4.6869,34.9504,332.3,1.1,1,2015-01-20,0805,Terra,MODIS,76,6.2,307.5,17.2,D,0
4.5218,34.3092,335.2,1.2,1.1,2015-01-20,0805,Terra,MODIS,80,6.2,307.2,29.8,D,0
4.6855,34.9602,328.2,1.1,1,2015-01-20,0805,Terra,MODIS,67,6.2,307.2,11.6,D,0
4.6297,34.4047,322.7,1.2,1.1,2015-01-20,0805,Terra,MODIS,34,6.2,308.1,10.3,D,0
0.1007,37.3926,352.8,1.1,1,2015-01-20,0806,Terra,MODIS,96,6.2,304.2,64.5,D,0
0.9569,34.9048,316.7,1,1,2015-01-20,0806,Terra,MODIS,64,6.2,299.3,6.3,D,0
1.0517,34.8869,320.8,1,1,2015-01-20,0806,Terra,MODIS,67,6.2,295.7,10.9,D,0
1.0531,34.8777,320.5,1,1,2015-01-20,0806,Terra,MODIS,70,6.2,297.5,10.7,D,0
0.0916,37.3911,324.3,1.1,1,2015-01-20,0806,Terra,MODIS,62,6.2,303.2,14.7,D,0
0.0902,37.4006,329.2,1.1,1,2015-01-20,0806,Terra,MODIS,73,6.2,305.4,20.8,D,0
0.0993,37.402,356.1,1.1,1,2015-01-20,0806,Terra,MODIS,98,6.2,307.1,73.2,D,0
-2.1521,40.75,324.8,1.8,1.3,2015-01-20,0807,Terra,MODIS,76,6.2,295.9,32.8,D,0
-2.1498,40.7337,322.7,1.8,1.3,2015-01-20,0807,Terra,MODIS,73,6.2,295.5,26,D,0
-2.1559,40.7393,324.9,1.8,1.3,2015-01-20,0807,Terra,MODIS,55,6.2,295.5,29.8,D,0
-1.8191,41.0198,325.7,1.2,1.1,2015-01-20,1102,Aqua,MODIS,37,6.2,304.8,12.3,D,0
-2.1576,40.7314,340.7,1.1,1.1,2015-01-20,1102,Aqua,MODIS,87,6.2,305.5,35.5,D,0
-2.1466,40.7401,333.8,1.1,1.1,2015-01-20,1102,Aqua,MODIS,80,6.2,304.3,22.8,D,0
-1.8288,41.0212,328.8,1.2,1.1,2015-01-20,1102,Aqua,MODIS,60,6.2,306.5,15.7,D,0
-2.1561,40.7415,330,1.1,1.1,2015-01-20,1102,Aqua,MODIS,73,6.2,305.9,16.1,D,0
-2.1481,40.73,338.8,1.1,1.1,2015-01-20,1102,Aqua,MODIS,85,6.2,304.5,32.4,D,0
-2.5994,40.2898,334,1.1,1,2015-01-20,1102,Aqua,MODIS,80,6.2,301,25.7,D,0
-2.1978,40.7888,326.5,1.1,1.1,2015-01-20,1102,Aqua,MODIS,58,6.2,303.1,12.1,D,0
2.4535,35.0399,331.3,1.2,1.1,2015-01-20,1104,Aqua,MODIS,74,6.2,306,25.3,D,0
-0.0396,35.5638,312.3,1.3,1.1,2015-01-22,0754,Terra,MODIS,50,6.2,296.5,9.6,D,0
0.3951,34.5381,316,1.6,1.2,2015-01-22,0754,Terra,MODIS,54,6.2,300.2,11.7,D,0
0.8098,35.2201,321,1.4,1.2,2015-01-22,0754,Terra,MODIS,65,6.2,303.6,13.1,D,0
1.1366,34.7991,332.1,1.6,1.2,2015-01-22,0754,Terra,MODIS,82,6.2,307.6,36.4,D,0
-0.0368,35.5618,327.4,1.9,1.4,2015-01-22,1051,Aqua,MODIS,78,6.2,298.6,51.5,D,0
-0.0437,35.5521,342.3,2,1.4,2015-01-22,1051,Aqua,MODIS,90,6.2,300.7,111.8,D,0
-0.0394,35.5446,314.8,2,1.4,2015-01-22,1051,Aqua,MODIS,36,6.2,296.9,19.9,D,0
1.5095,37.1487,326.5,1.4,1.2,2015-01-22,1051,Aqua,MODIS,37,6.2,304.2,19.2,D,0
-0.0413,35.5692,327,1.9,1.4,2015-01-22,1051,Aqua,MODIS,77,6.2,299.5,50.5,D,0
4.6386,34.4262,323.5,2,1.4,2015-01-22,1052,Aqua,MODIS,44,6.2,301.4,20.5,D,0
4.8379,34.9836,306.6,1.2,1.1,2015-01-22,2017,Terra,MODIS,65,6.2,294.2,7.3,N,0
3.7836,34.1626,305.5,1.1,1,2015-01-22,2017,Terra,MODIS,65,6.2,292.7,6.9,N,0
4.8557,34.9704,310.2,1.2,1.1,2015-01-22,2017,Terra,MODIS,52,6.2,294.9,8.9,N,0
4.8466,34.9865,304.8,1.1,1,2015-01-22,2311,Aqua,MODIS,40,6.2,294.4,5,N,0
4.833,34.9982,330.2,2,1.4,2015-01-23,0836,Terra,MODIS,75,6.2,306.2,33.1,D,0
4.8304,34.9913,329.7,2,1.4,2015-01-23,0836,Terra,MODIS,75,6.2,306,30.9,D,0
4.8754,34.9683,328,2,1.4,2015-01-23,0836,Terra,MODIS,72,6.2,305.5,21.8,D,0
-3.5918,38.4152,322.7,2.6,1.5,2015-01-23,1133,Aqua,MODIS,57,6.2,302.3,31.7,D,0
1.0572,34.8745,329.3,1.6,1.3,2015-01-23,1134,Aqua,MODIS,75,6.2,312.5,23.2,D,0
0.8506,34.8727,333.7,1.6,1.3,2015-01-23,1134,Aqua,MODIS,80,6.2,315.6,30.8,D,0
0.8527,34.8873,334.4,1.6,1.3,2015-01-23,1134,Aqua,MODIS,81,6.2,315.7,32.6,D,0
0.8507,34.8795,341.9,1.6,1.3,2015-01-23,1134,Aqua,MODIS,88,6.2,316.4,54.7,D,0
2.0628,35.6877,354.7,2,1.4,2015-01-23,1134,Aqua,MODIS,96,6.2,308.4,155.7,D,0
2.0605,35.6706,337.1,2,1.4,2015-01-23,1134,Aqua,MODIS,81,6.2,307.2,61.1,D,0
2.0686,35.6765,354,2,1.4,2015-01-23,1134,Aqua,MODIS,96,6.2,310.7,148.1,D,0
2.071,35.6933,336.7,2,1.4,2015-01-23,1134,Aqua,MODIS,81,6.2,308.7,60.5,D,0
4.8285,34.9926,340.9,1.9,1.4,2015-01-23,1135,Aqua,MODIS,85,6.2,310.8,65.4,D,0
4.8261,34.9754,337.3,1.9,1.4,2015-01-23,1135,Aqua,MODIS,81,6.2,309.2,49.9,D,0
4.8163,34.9753,326.2,3,1.7,2015-01-24,0741,Terra,MODIS,73,6.2,294.9,65.8,D,0
4.8128,35.0022,330.4,3,1.6,2015-01-24,0741,Terra,MODIS,79,6.2,295.5,88.8,D,0
4.813,34.9951,333.3,3,1.6,2015-01-24,0741,Terra,MODIS,82,6.2,295.5,110.2,D,0
-0.1469,35.1539,321.9,2.4,1.5,2015-01-24,0742,Terra,MODIS,74,6.2,306.3,30.1,D,0
-0.1446,35.1693,335,2.4,1.5,2015-01-24,0742,Terra,MODIS,86,6.2,307.1,89.7,D,0
-0.1499,35.1753,331.1,2.4,1.5,2015-01-24,0742,Terra,MODIS,83,6.2,306.3,69.8,D,0
-1.7345,41.0371,326,1.4,1.2,2015-01-24,1038,Aqua,MODIS,77,6.2,299,30.7,D,0
-2.2028,40.8914,332.5,1.4,1.2,2015-01-24,1038,Aqua,MODIS,83,6.2,302.4,35.1,D,0
-1.7397,40.9246,326.9,1.4,1.2,2015-01-24,1038,Aqua,MODIS,78,6.2,296.2,30,D,0
-1.7555,40.8886,326.8,1.4,1.2,2015-01-24,1038,Aqua,MODIS,78,6.2,295.3,29.6,D,0
-1.7537,40.9011,332.5,1.4,1.2,2015-01-24,1038,Aqua,MODIS,83,6.2,298.1,40.9,D,0
-1.8567,40.8182,331.1,1.4,1.2,2015-01-24,1038,Aqua,MODIS,82,6.2,300.2,35.5,D,0
-0.1541,35.1495,324,3.7,1.8,2015-01-24,1039,Aqua,MODIS,26,6.2,308.2,62.7,D,0
0.6901,36.6178,322.2,1.8,1.3,2015-01-25,0824,Terra,MODIS,67,6.2,303.8,22.4,D,0
0.963,35.2731,320.6,1.4,1.2,2015-01-25,0824,Terra,MODIS,67,6.2,304.4,12,D,0
0.6836,36.6102,327,1.8,1.3,2015-01-25,0824,Terra,MODIS,75,6.2,304.4,33.3,D,0
1.0417,34.8238,322.4,1.3,1.1,2015-01-25,0824,Terra,MODIS,63,6.2,303.5,12.9,D,0
