latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
4.8093,35.1083,334.3,1.2,1.1,2018-01-01,1122,Aqua,MODIS,74,6.03,311,21.5,D,0
0.4867,34.3052,301.2,1.9,1.3,2018-01-02,1951,Terra,MODIS,38,6.03,285,14.2,N,0
0.8361,35.3722,317.5,1,1,2018-01-03,0812,Terra,MODIS,65,6.03,297.7,8,D,0
-4.5913,39.3495,321.2,1.1,1,2018-01-03,1107,Aqua,MODIS,71,6.03,300,7.2,D,0
0.8027,35.5225,345.5,1,1,2018-01-03,1109,Aqua,MODIS,92,6.03,299.3,49.7,D,0
0.8041,35.5316,321.2,1,1,2018-01-03,1109,Aqua,MODIS,57,6.03,296,14.2,D,0
0.0494,34.1032,328,1.2,1.1,2018-01-03,1109,Aqua,MODIS,34,6.03,300,19.2,D,0
4.6698,34.5031,317.6,4.2,1.9,2018-01-04,0854,Terra,MODIS,48,6.03,298.7,39.5,D,0
4.6732,34.5105,321.3,4.2,1.9,2018-01-04,0854,Terra,MODIS,69,6.03,298.8,70.7,D,0
-1.4217,41.2044,322.6,1.5,1.2,2018-01-05,0800,Terra,MODIS,66,6.03,300.7,18.7,D,0
-1.4159,41.2019,330.3,1,1,2018-01-05,1056,Aqua,MODIS,66,6.03,300.6,19.3,D,0
0.0536,34.0963,327.1,1.8,1.3,2018-01-06,1139,Aqua,MODIS,54,6.03,301.4,36.2,D,0
0.0441,34.1138,324.3,1.8,1.3,2018-01-06,1139,Aqua,MODIS,62,6.03,301.6,31.2,D,0
0.0559,34.1122,327.7,1.8,1.3,2018-01-06,1139,Aqua,MODIS,70,6.03,297.8,36.7,D,0
0.9792,34.8152,319.6,1.7,1.3,2018-01-08,0830,Terra,MODIS,65,6.03,302.2,19.1,D,0
0.5606,34.6977,334.3,1.7,1.3,2018-01-08,0830,Terra,MODIS,85,6.03,302.3,53.8,D,0
0.559,34.7038,337.2,1.7,1.3,2018-01-08,0830,Terra,MODIS,87,6.03,302.5,63.6,D,0
0.5612,34.6893,320.2,1.7,1.3,2018-01-08,0830,Terra,MODIS,64,6.03,300.6,17.5,D,0
0.5769,34.6615,319.3,1.7,1.3,2018-01-08,0830,Terra,MODIS,58,6.03,301.5,15.7,D,0
-0.0608,35.1105,316.3,1.8,1.3,2018-01-08,0831,Terra,MODIS,64,6.03,298.8,17.5,D,0
-0.0665,35.1162,314.3,1.8,1.3,2018-01-08,0831,Terra,MODIS,60,6.03,298.9,12.7,D,0
0.0395,33.9934,321.6,1.1,1.1,2018-01-08,1127,Aqua,MODIS,0,6.03,300.7,13.1,D,0
0.0486,34.1241,328.9,1.1,1.1,2018-01-08,1127,Aqua,MODIS,59,6.03,311.1,15.1,D,0
0.0567,34.1127,332,1.1,1.1,2018-01-08,1127,Aqua,MODIS,57,6.03,308.4,17.8,D,0
0.0552,34.1027,334.2,1.1,1.1,2018-01-08,1127,Aqua,MODIS,51,6.03,310.8,21.7,D,0
0.0546,34.0316,355,1.1,1.1,2018-01-08,1127,Aqua,MODIS,97,6.03,302.8,73.9,D,0
1.1374,34.8017,326.1,1.3,1.1,2018-01-08,1127,Aqua,MODIS,68,6.03,308.5,13.9,D,0
-0.9251,34.517,316.1,1.2,1.1,2018-01-08,1127,Aqua,MODIS,53,6.03,300,7.8,D,0
3.8161,34.1827,331,1.3,1.1,2018-01-08,1128,Aqua,MODIS,64,6.03,307,21.9,D,0
3.8177,34.1942,340.9,1.3,1.1,2018-01-08,1128,Aqua,MODIS,84,6.03,308.3,42.2,D,0
4.754,35.0718,331.2,1.5,1.2,2018-01-08,1128,Aqua,MODIS,69,6.03,312.8,19,D,0
4.1097,34.1709,330.1,1.3,1.1,2018-01-08,1128,Aqua,MODIS,65,6.03,311,19.1,D,0
4.1113,34.1822,348.5,1.3,1.1,2018-01-08,1128,Aqua,MODIS,92,6.03,311.3,61.7,D,0
3.8376,34.1908,337.2,1.3,1.1,2018-01-08,1128,Aqua,MODIS,79,6.03,309.4,35.6,D,0
3.8277,34.1926,338,1.3,1.1,2018-01-08,1128,Aqua,MODIS,80,6.03,311.1,37.8,D,0
0.3583,34.5299,318.7,3.8,1.8,2018-01-09,0735,Terra,MODIS,68,6.03,295.3,68.9,D,0
0.3508,34.523,317,3.8,1.8,2018-01-09,0735,Terra,MODIS,67,6.03,295.2,56.1,D,0
0.2811,34.5473,313.6,3.7,1.8,2018-01-09,0735,Terra,MODIS,58,6.03,295.4,39.8,D,0
0.274,34.5386,311.8,3.7,1.8,2018-01-09,0735,Terra,MODIS,54,6.03,295.2,29.3,D,0
-2.1088,40.8641,325.2,1.9,1.3,2018-01-09,1031,Aqua,MODIS,65,6.03,299.5,23.5,D,0
-1.7916,40.7783,328.8,1.9,1.3,2018-01-09,1031,Aqua,MODIS,74,6.03,300.5,43.5,D,0
-2.2766,40.7078,325.7,2,1.4,2018-01-09,1031,Aqua,MODIS,71,6.03,299,29.6,D,0
-2.2711,40.7198,323,1.9,1.4,2018-01-09,1031,Aqua,MODIS,49,6.03,298,23.5,D,0
-1.7891,40.7951,322.4,1.9,1.3,2018-01-09,1031,Aqua,MODIS,51,6.03,298.4,24.6,D,0
-2.2736,40.7025,324,2,1.4,2018-01-09,1031,Aqua,MODIS,62,6.03,299.1,25.3,D,0
-1.7509,41.288,323.2,1.7,1.3,2018-01-09,1031,Aqua,MODIS,61,6.03,299.2,24.2,D,0
-1.753,41.2726,323.6,1.7,1.3,2018-01-09,1031,Aqua,MODIS,62,6.03,299.5,24.9,D,0
3.8642,34.2103,302,2.5,1.5,2018-01-09,2252,Aqua,MODIS,46,6.03,290.5,20.4,N,0
0.5703,34.6802,321.6,1.1,1,2018-01-10,0818,Terra,MODIS,68,6.03,299.6,12,D,0
0.361,34.5314,316.1,1.1,1,2018-01-10,0818,Terra,MODIS,56,6.03,300.2,7.4,D,0
0.3596,34.5409,314.3,1.1,1,2018-01-10,0818,Terra,MODIS,43,6.03,298.9,5.5,D,0
0.0258,34.1278,319.7,1,1,2018-01-10,0818,Terra,MODIS,38,6.03,303,7.1,D,0
-1.7374,41.014,331.5,1.9,1.3,2018-01-10,1114,Aqua,MODIS,74,6.03,300.6,48.2,D,0
-1.504,41.2689,332.8,2,1.4,2018-01-10,1114,Aqua,MODIS,74,6.03,302.3,55.6,D,0
-2.1874,40.6101,328,1.7,1.3,2018-01-10,1114,Aqua,MODIS,67,6.03,300.4,24.9,D,0
-2.1851,40.6256,330.8,1.7,1.3,2018-01-10,1114,Aqua,MODIS,73,6.03,300,31.5,D,0
-2.2012,40.5964,341.6,1.7,1.3,2018-01-10,1114,Aqua,MODIS,87,6.03,303.7,68.7,D,0
-2.199,40.6118,335.4,1.7,1.3,2018-01-10,1114,Aqua,MODIS,80,6.03,302.1,46,D,0
-2.1967,40.6013,338.6,1.7,1.3,2018-01-10,1114,Aqua,MODIS,84,6.03,303.7,57.1,D,0
-2.1943,40.6168,335.4,1.7,1.3,2018-01-10,1114,Aqua,MODIS,80,6.03,301.5,45.2,D,0
-2.5633,40.2349,327.1,1.6,1.2,2018-01-10,1114,Aqua,MODIS,42,6.03,299.5,20.3,D,0
-1.9561,40.9395,324.3,1.9,1.3,2018-01-10,1114,Aqua,MODIS,52,6.03,301.5,25.2,D,0
0.0344,34.1209,332.5,1,1,2018-01-10,1115,Aqua,MODIS,65,6.03,309.3,18.1,D,0
0.365,34.5613,327.5,1,1,2018-01-10,1115,Aqua,MODIS,70,6.03,305.7,15.5,D,0
-0.1503,34.7542,323.1,1,1,2018-01-10,1115,Aqua,MODIS,0,6.03,301.5,10.5,D,0
0.0525,34.1183,329.8,1,1,2018-01-10,1115,Aqua,MODIS,41,6.03,308.4,13.7,D,0
0.0421,34.1105,340,1,1,2018-01-10,1115,Aqua,MODIS,76,6.03,308.1,29.3,D,0
0.033,34.1118,338.4,1,1,2018-01-10,1115,Aqua,MODIS,82,6.03,308.1,27.9,D,0
4.7603,35.0584,334.6,1,1,2018-01-10,1116,Aqua,MODIS,70,6.03,319.6,12.9,D,0
-2.1512,40.64,322.2,2,1.4,2018-01-11,0724,Terra,MODIS,64,6.03,300.2,20.7,D,0
-2.1454,40.6299,326.6,2,1.4,2018-01-11,0724,Terra,MODIS,75,6.03,299.5,36.3,D,0
-2.1698,40.5883,317.5,3.5,1.8,2018-01-11,1019,Aqua,MODIS,24,6.03,290.5,34.1,D,0
-2.1654,40.6193,331.3,3.5,1.8,2018-01-11,1019,Aqua,MODIS,84,6.03,296.5,125.2,D,0
-2.1157,40.8588,319.1,3.3,1.7,2018-01-11,1019,Aqua,MODIS,70,6.03,294.2,35.9,D,0
1.1737,34.8802,340.3,1.1,1,2018-01-12,0806,Terra,MODIS,89,6.03,303.9,35.9,D,0
1.0088,35.2454,317.1,1,1,2018-01-12,0806,Terra,MODIS,51,6.03,301.1,5.4,D,0
