lat,lon,XCO2 (mol CO2/mol dry),XCO2PREC (mol CO2/mol dry),Month,Year,DATE,population,primary_fuel,commissioning_year,capacity_mw,city_ascii,capital,city_pop_2022,month,brightness,scan,track,bright_t31,frp,city,state,plant_type,longitude,latitude
-1.5,41.25,0.000398755,2.43E-08,2,2015,01-02-15,819.1507,,,,,,,2,332.12,1.15,1.05,305.83,22.6,,,,,
-1.5,41.25,0.000412007,4.19E-08,7,2020,01-07-20,1397.0675,,,,,,,7,314.8,1,1,295.2,6.3,,,,,
-1.5,41.25,0.000411759,1.80E-08,10,2020,01-10-20,1397.0675,,,,,,,10,323.4,1,1,300.75,12.6,,,,,
-1.5,41.25,0.000413168,2.80E-08,12,2020,01-12-20,1397.0675,,,,,,,12,321.7,1.2,1.1,301.25,14.3,,,,,
-1.5,41.25,0.000411778,2.59E-08,9,2020,01-09-20,1397.0675,,,,,,,9,323.3,1.3,1.1,297.7,21.5,,,,,
-1.5,41.25,0.000411985,3.75E-08,11,2020,01-11-20,1397.0675,,,,,,,11,328.95,1.1,1.1,301.95,21.4,,,,,
-1.5,41.25,0.000408577,1.80E-08,1,2019,01-01-19,1314.9929,,,,,,,1,324.53,1.1,1.03,293.63,20.27,,,,,
-1.5,41.25,0.000409654,2.24E-08,3,2019,01-03-19,1314.9929,,,,,,,3,321.1,3.6,1.8,292.85,70.25,,,,,
-1.5,41.25,0.000402396,3.12E-08,8,2016,01-08-16,1117.533,,,,,,,8,327.9,1.5,1.2,298,34.2,,,,,
-1.5,41.25,0.000403595,3.01E-08,12,2016,01-12-16,1117.533,,,,,,,12,317.95,1.25,1.1,300.2,13.6,,,,,
-1.5,41.25,0.000402709,4.60E-08,6,2016,01-06-16,1117.533,,,,,,,6,310.1,1.1,1,290.5,3.7,,,,,
-1.5,41.25,0.000402583,2.11E-08,11,2016,01-11-16,1117.533,,,,,,,11,320,2.2,1.35,297.9,25.4,,,,,
-1.5,41.25,0.000402841,2.38E-08,4,2016,01-04-16,1117.533,,,,,,,4,324.2,1,1,303.4,12.7,,,,,
-1.5,41.25,0.000402281,3.15E-08,9,2016,01-09-16,1117.533,,,,,,,9,319.1,1.5,1.2,299.45,19.95,,,,,
-1,33.75,0.00041438,4.14E-08,7,2021,01-07-21,,,,,Karungu,,2376,7,323,1.2,1.1,306.4,10.2,,,,,
-1,33.75,0.000414907,1.46E-07,2,2021,01-02-21,,,,,Karungu,,2376,2,319.9,1,1,301.5,9.5,,,,,
-1,33.75,0.000414359,2.70E-08,8,2021,01-08-21,,,,,Karungu,,2376,8,331.75,1.75,1.25,300.85,39.75,,,,,
-1,33.75,0.000414076,3.26E-08,1,2021,01-01-21,,,,,Karungu,,2376,1,326.4,1.2,1.1,310,10.3,,,,,
-1,33.75,0.000414992,1.80E-08,3,2021,01-03-21,,,,,Karungu,,2376,3,325.76,1.56,1.21,303.42,23.76,,,,,
-1,33.75,0.000405262,2.50E-08,12,2017,01-12-17,376943.53,,,,Karungu,,2376,12,312.04,1.06,1,285.66,13.24,,,,,
-1,33.75,0.000405136,3.04E-08,2,2017,01-02-17,376943.53,,,,Karungu,,2376,2,335.12,1.65,1.24,304.01,75.86,,,,,
-1,33.75,0.000399138,2.43E-08,8,2015,01-08-15,358666.6,,,,Karungu,,2376,8,361.6,1,1,306.3,83,,,,,
-1,33.75,0.000398974,3.89E-08,1,2015,01-01-15,358666.6,,,,Karungu,,2376,1,306.35,1.05,1.05,292.95,6.2,,,,,
-1,33.75,0.000399898,3.65E-08,3,2015,01-03-15,358666.6,,,,Karungu,,2376,3,341.32,1.57,1.21,306.49,85.53,,,,,
-1,33.75,0.000399089,4.46E-08,9,2015,01-09-15,358666.6,,,,Karungu,,2376,9,319.9,1.2,1.1,299.8,13.6,,,,,
-1,33.75,0.000398934,4.22E-08,2,2015,01-02-15,358666.6,,,,Karungu,,2376,2,321.86,1.28,1.12,301.78,16.14,,,,,
-1,33.75,0.000398538,3.47E-08,6,2015,01-06-15,358666.6,,,,Karungu,,2376,6,309.9,2.5,1.5,292.55,18.05,,,,,
-1,33.75,0.000411982,4.64E-08,2,2020,01-02-20,401881.03,,,,Karungu,,2376,2,314.5,1.2,1.1,300.9,7.4,,,,,
-1,33.75,0.000412164,2.38E-08,8,2020,01-08-20,401881.03,,,,Karungu,,2376,8,316.59,1.23,1.11,292.65,13.87,,,,,
-1,33.75,0.000412053,3.58E-08,9,2020,01-09-20,401881.03,,,,Karungu,,2376,9,319.4,1.2,1.1,301.2,7.9,,,,,
-1,33.75,0.00040855,2.52E-08,1,2019,01-01-19,393259.06,,,,Karungu,,2376,1,328.5,1,1,314.6,10.7,,,,,
-1,33.75,0.000410061,5.63E-08,3,2019,01-03-19,393259.06,,,,Karungu,,2376,3,355.2,1.1,1.1,321.4,59.7,,,,,
-1,33.75,0.000402576,3.57E-08,8,2016,01-08-16,369035.22,,,,Karungu,,2376,8,324.2,1.75,1.25,304.05,17.7,,,,,
-1,33.75,0.000403006,4.38E-08,7,2016,01-07-16,369035.22,,,,Karungu,,2376,7,316.18,1.47,1.17,288.13,23.15,,,,,
-1,33.75,0.000402994,3.20E-08,2,2016,01-02-16,369035.22,,,,Karungu,,2376,2,323.45,1.15,1.1,304.85,11.55,,,,,
-1,33.75,0.00040215,3.44E-08,9,2016,01-09-16,369035.22,,,,Karungu,,2376,9,314,1.1,1,295.3,8.3,,,,,
-1,33.75,0.000406997,2.89E-08,2,2018,01-02-18,385024.7,,,,Karungu,,2376,2,323.34,3.4,1.69,291.85,223.12,,,,,
-1,34.375,0.000414169,3.03E-08,10,2021,01-10-21,,,,,Kisii,admin,37531,10,312.6,1.4,1.2,298.5,10.3,,,,,
-1,34.375,0.000414169,3.03E-08,10,2021,01-10-21,,,,,Homa Bay,admin,32174,10,312.6,1.4,1.2,298.5,10.3,,,,,
-1,34.375,0.000414169,3.03E-08,10,2021,01-10-21,,,,,Nyamira,admin,,10,312.6,1.4,1.2,298.5,10.3,,,,,
-1,34.375,0.000413993,2.99E-08,9,2021,01-09-21,,,,,Kisii,admin,37531,9,315.6,2.5,1.5,296.7,30.5,,,,,
-1,34.375,0.000413993,2.99E-08,9,2021,01-09-21,,,,,Homa Bay,admin,32174,9,315.6,2.5,1.5,296.7,30.5,,,,,
-1,34.375,0.000413993,2.99E-08,9,2021,01-09-21,,,,,Nyamira,admin,,9,315.6,2.5,1.5,296.7,30.5,,,,,
-1,34.375,0.000414685,4.45E-08,11,2021,01-11-21,,,,,Kisii,admin,37531,11,316.47,1.47,1.2,291.6,18.37,,,,,
-1,34.375,0.000414685,4.45E-08,11,2021,01-11-21,,,,,Homa Bay,admin,32174,11,316.47,1.47,1.2,291.6,18.37,,,,,
-1,34.375,0.000414685,4.45E-08,11,2021,01-11-21,,,,,Nyamira,admin,,11,316.47,1.47,1.2,291.6,18.37,,,,,
-1,34.375,0.000414253,2.74E-08,8,2021,01-08-21,,,,,Kisii,admin,37531,8,322,1,1,301.55,9.15,,,,,
-1,34.375,0.000414253,2.74E-08,8,2021,01-08-21,,,,,Homa Bay,admin,32174,8,322,1,1,301.55,9.15,,,,,
-1,34.375,0.000414253,2.74E-08,8,2021,01-08-21,,,,,Nyamira,admin,,8,322,1,1,301.55,9.15,,,,,
-1,34.375,0.000414835,1.80E-08,3,2021,01-03-21,,,,,Kisii,admin,37531,3,321.65,1.4,1.2,303.6,15.6,,,,,
-1,34.375,0.000414835,1.80E-08,3,2021,01-03-21,,,,,Homa Bay,admin,32174,3,321.65,1.4,1.2,303.6,15.6,,,,,
-1,34.375,0.000414835,1.80E-08,3,2021,01-03-21,,,,,Nyamira,admin,,3,321.65,1.4,1.2,303.6,15.6,,,,,
-1,34.375,0.000414117,4.82E-08,6,2021,01-06-21,,,,,Kisii,admin,37531,6,316.35,1.05,1,295.5,10.2,,,,,
-1,34.375,0.000414117,4.82E-08,6,2021,01-06-21,,,,,Homa Bay,admin,32174,6,316.35,1.05,1,295.5,10.2,,,,,
-1,34.375,0.000414117,4.82E-08,6,2021,01-06-21,,,,,Nyamira,admin,,6,316.35,1.05,1,295.5,10.2,,,,,
-1,34.375,0.000404595,7.43E-08,10,2017,01-10-17,2707215.8,,,,Kisii,admin,37531,10,320.8,1,1,298.75,9.9,,,,,
-1,34.375,0.000404595,7.43E-08,10,2017,01-10-17,2707215.8,,,,Homa Bay,admin,32174,10,320.8,1,1,298.75,9.9,,,,,
-1,34.375,0.000404595,7.43E-08,10,2017,01-10-17,2707215.8,,,,Nyamira,admin,,10,320.8,1,1,298.75,9.9,,,,,
-1,34.375,0.00040472,4.66E-08,7,2017,01-07-17,2707215.8,,,,Kisii,admin,37531,7,318.55,1.05,1,302.6,7.4,,,,,
-1,34.375,0.00040472,4.66E-08,7,2017,01-07-17,2707215.8,,,,Homa Bay,admin,32174,7,318.55,1.05,1,302.6,7.4,,,,,
-1,34.375,0.00040472,4.66E-08,7,2017,01-07-17,2707215.8,,,,Nyamira,admin,,7,318.55,1.05,1,302.6,7.4,,,,,
-1,34.375,0.000403471,3.97E-08,1,2017,01-01-17,2707215.8,,,,Kisii,admin,37531,1,324.75,1.1,1.05,308.4,11.22,,,,,
-1,34.375,0.000403471,3.97E-08,1,2017,01-01-17,2707215.8,,,,Homa Bay,admin,32174,1,324.75,1.1,1.05,308.4,11.22,,,,,
-1,34.375,0.000403471,3.97E-08,1,2017,01-01-17,2707215.8,,,,Nyamira,admin,,1,324.75,1.1,1.05,308.4,11.22,,,,,
-1,34.375,0.000405015,2.37E-08,12,2017,01-12-17,2707215.8,,,,Kisii,admin,37531,12,317.23,1.07,1.03,296.33,10,,,,,
-1,34.375,0.000405015,2.37E-08,12,2017,01-12-17,2707215.8,,,,Homa Bay,admin,32174,12,317.23,1.07,1.03,296.33,10,,,,,
-1,34.375,0.000405015,2.37E-08,12,2017,01-12-17,2707215.8,,,,Nyamira,admin,,12,317.23,1.07,1.03,296.33,10,,,,,
-1,34.375,0.000404019,3.37E-08,6,2017,01-06-17,2707215.8,,,,Kisii,admin,37531,6,319.1,1.2,1.1,299.1,14.3,,,,,
-1,34.375,0.000404019,3.37E-08,6,2017,01-06-17,2707215.8,,,,Homa Bay,admin,32174,6,319.1,1.2,1.1,299.1,14.3,,,,,
-1,34.375,0.000404019,3.37E-08,6,2017,01-06-17,2707215.8,,,,Nyamira,admin,,6,319.1,1.2,1.1,299.1,14.3,,,,,
-1,34.375,0.000405022,3.04E-08,2,2017,01-02-17,2707215.8,,,,Kisii,admin,37531,2,300.1,1,1,288,4.8,,,,,
-1,34.375,0.000405022,3.04E-08,2,2017,01-02-17,2707215.8,,,,Homa Bay,admin,32174,2,300.1,1,1,288,4.8,,,,,
-1,34.375,0.000405022,3.04E-08,2,2017,01-02-17,2707215.8,,,,Nyamira,admin,,2,300.1,1,1,288,4.8,,,,,
-1,34.375,0.000404809,3.50E-08,11,2017,01-11-17,2707215.8,,,,Kisii,admin,37531,11,309.2,1.1,1.1,289,5.9,,,,,
-1,34.375,0.000404809,3.50E-08,11,2017,01-11-17,2707215.8,,,,Homa Bay,admin,32174,11,309.2,1.1,1.1,289,5.9,,,,,
-1,34.375,0.000404809,3.50E-08,11,2017,01-11-17,2707215.8,,,,Nyamira,admin,,11,309.2,1.1,1.1,289,5.9,,,,,
-1,34.375,0.000405313,5.14E-08,3,2017,01-03-17,2707215.8,,,,Kisii,admin,37531,3,318.3,1.2,1.1,297,10.7,,,,,
-1,34.375,0.000405313,5.14E-08,3,2017,01-03-17,2707215.8,,,,Homa Bay,admin,32174,3,318.3,1.2,1.1,297,10.7,,,,,
-1,34.375,0.000405313,5.14E-08,3,2017,01-03-17,2707215.8,,,,Nyamira,admin,,3,318.3,1.2,1.1,297,10.7,,,,,
-1,34.375,0.000404379,5.23E-08,8,2017,01-08-17,2707215.8,,,,Kisii,admin,37531,8,320.9,1,1,304.3,7.5,,,,,
-1,34.375,0.000404379,5.23E-08,8,2017,01-08-17,2707215.8,,,,Homa Bay,admin,32174,8,320.9,1,1,304.3,7.5,,,,,
-1,34.375,0.000404379,5.23E-08,8,2017,01-08-17,2707215.8,,,,Nyamira,admin,,8,320.9,1,1,304.3,7.5,,,,,
-1,34.375,0.000398949,2.81E-08,7,2015,01-07-15,2589511.8,,,,Kisii,admin,37531,7,317.97,1.47,1.17,298.77,14.43,,,,,
-1,34.375,0.000398949,2.81E-08,7,2015,01-07-15,2589511.8,,,,Homa Bay,admin,32174,7,317.97,1.47,1.17,298.77,14.43,,,,,
-1,34.375,0.000398949,2.81E-08,7,2015,01-07-15,2589511.8,,,,Nyamira,admin,,7,317.97,1.47,1.17,298.77,14.43,,,,,
-1,34.375,0.00039897,2.35E-08,8,2015,01-08-15,2589511.8,,,,Kisii,admin,37531,8,319.4,1.1,1.1,302,9.2,,,,,
-1,34.375,0.00039897,2.35E-08,8,2015,01-08-15,2589511.8,,,,Homa Bay,admin,32174,8,319.4,1.1,1.1,302,9.2,,,,,
-1,34.375,0.00039897,2.35E-08,8,2015,01-08-15,2589511.8,,,,Nyamira,admin,,8,319.4,1.1,1.1,302,9.2,,,,,
-1,34.375,0.000398798,3.68E-08,1,2015,01-01-15,2589511.8,,,,Kisii,admin,37531,1,324.17,1.2,1.1,302.5,16.67,,,,,
-1,34.375,0.000398798,3.68E-08,1,2015,01-01-15,2589511.8,,,,Homa Bay,admin,32174,1,324.17,1.2,1.1,302.5,16.67,,,,,
-1,34.375,0.000398798,3.68E-08,1,2015,01-01-15,2589511.8,,,,Nyamira,admin,,1,324.17,1.2,1.1,302.5,16.67,,,,,
-1,34.375,0.000399814,3.38E-08,3,2015,01-03-15,2589511.8,,,,Kisii,admin,37531,3,324.1,1.7,1.3,303.05,18.85,,,,,
-1,34.375,0.000399814,3.38E-08,3,2015,01-03-15,2589511.8,,,,Homa Bay,admin,32174,3,324.1,1.7,1.3,303.05,18.85,,,,,
-1,34.375,0.000399814,3.38E-08,3,2015,01-03-15,2589511.8,,,,Nyamira,admin,,3,324.1,1.7,1.3,303.05,18.85,,,,,
-1,34.375,0.000398945,4.23E-08,9,2015,01-09-15,2589511.8,,,,Kisii,admin,37531,9,322.4,1.4,1.2,305.5,8.9,,,,,
-1,34.375,0.000398945,4.23E-08,9,2015,01-09-15,2589511.8,,,,Homa Bay,admin,32174,9,322.4,1.4,1.2,305.5,8.9,,,,,
-1,34.375,0.000398945,4.23E-08,9,2015,01-09-15,2589511.8,,,,Nyamira,admin,,9,322.4,1.4,1.2,305.5,8.9,,,,,
-1,34.375,0.000398839,4.00E-08,2,2015,01-02-15,2589511.8,,,,Kisii,admin,37531,2,324.25,1.27,1.12,309.8,10.1,,,,,
-1,34.375,0.000398839,4.00E-08,2,2015,01-02-15,2589511.8,,,,Homa Bay,admin,32174,2,324.25,1.27,1.12,309.8,10.1,,,,,
-1,34.375,0.000398839,4.00E-08,2,2015,01-02-15,2589511.8,,,,Nyamira,admin,,2,324.25,1.27,1.12,309.8,10.1,,,,,
-1,34.375,0.000397876,3.66E-08,5,2015,01-05-15,2589511.8,,,,Kisii,admin,37531,5,308.9,1.2,1.1,290.1,4.5,,,,,
-1,34.375,0.000397876,3.66E-08,5,2015,01-05-15,2589511.8,,,,Homa Bay,admin,32174,5,308.9,1.2,1.1,290.1,4.5,,,,,
-1,34.375,0.000397876,3.66E-08,5,2015,01-05-15,2589511.8,,,,Nyamira,admin,,5,308.9,1.2,1.1,290.1,4.5,,,,,
-1,34.375,0.000411981,5.59E-08,7,2020,01-07-20,2890475.2,,,,Kisii,admin,37531,7,317.73,1.23,1.08,297.5,14.6,,,,,
-1,34.375,0.000411981,5.59E-08,7,2020,01-07-20,2890475.2,,,,Homa Bay,admin,32174,7,317.73,1.23,1.08,297.5,14.6,,,,,
-1,34.375,0.000411981,5.59E-08,7,2020,01-07-20,2890475.2,,,,Nyamira,admin,,7,317.73,1.23,1.08,297.5,14.6,,,,,
-1,34.375,0.000411986,4.17E-08,10,2020,01-10-20,2890475.2,,,,Kisii,admin,37531,10,314.5,1,1,298.6,6.4,,,,,
-1,34.375,0.000411986,4.17E-08,10,2020,01-10-20,2890475.2,,,,Homa Bay,admin,32174,10,314.5,1,1,298.6,6.4,,,,,
-1,34.375,0.000411986,4.17E-08,10,2020,01-10-20,2890475.2,,,,Nyamira,admin,,10,314.5,1,1,298.6,6.4,,,,,
-1,34.375,0.000412353,9.62E-08,4,2020,01-04-20,2890475.2,,,,Kisii,admin,37531,4,308.3,1.1,1.1,290.4,5.9,,,,,
-1,34.375,0.000412353,9.62E-08,4,2020,01-04-20,2890475.2,,,,Homa Bay,admin,32174,4,308.3,1.1,1.1,290.4,5.9,,,,,
-1,34.375,0.000412353,9.62E-08,4,2020,01-04-20,2890475.2,,,,Nyamira,admin,,4,308.3,1.1,1.1,290.4,5.9,,,,,
-1,34.375,0.000413106,3.32E-08,12,2020,01-12-20,2890475.2,,,,Kisii,admin,37531,12,309.9,1,1,296.8,4.4,,,,,
-1,34.375,0.000413106,3.32E-08,12,2020,01-12-20,2890475.2,,,,Homa Bay,admin,32174,12,309.9,1,1,296.8,4.4,,,,,
-1,34.375,0.000413106,3.32E-08,12,2020,01-12-20,2890475.2,,,,Nyamira,admin,,12,309.9,1,1,296.8,4.4,,,,,
-1,34.375,0.000411747,4.45E-08,2,2020,01-02-20,2890475.2,,,,Kisii,admin,37531,2,322.2,1.1,1.1,303.1,15.65,,,,,
-1,34.375,0.000411747,4.45E-08,2,2020,01-02-20,2890475.2,,,,Homa Bay,admin,32174,2,322.2,1.1,1.1,303.1,15.65,,,,,
-1,34.375,0.000411747,4.45E-08,2,2020,01-02-20,2890475.2,,,,Nyamira,admin,,2,322.2,1.1,1.1,303.1,15.65,,,,,
-1,34.375,0.00041208,2.24E-08,8,2020,01-08-20,2890475.2,,,,Kisii,admin,37531,8,324.1,1.02,1.02,303.22,13.78,,,,,
-1,34.375,0.00041208,2.24E-08,8,2020,01-08-20,2890475.2,,,,Homa Bay,admin,32174,8,324.1,1.02,1.02,303.22,13.78,,,,,
-1,34.375,0.00041208,2.24E-08,8,2020,01-08-20,2890475.2,,,,Nyamira,admin,,8,324.1,1.02,1.02,303.22,13.78,,,,,
-1,34.375,0.000411934,3.47E-08,9,2020,01-09-20,2890475.2,,,,Kisii,admin,37531,9,314.2,2.3,1.5,299,17.7,,,,,
-1,34.375,0.000411934,3.47E-08,9,2020,01-09-20,2890475.2,,,,Homa Bay,admin,32174,9,314.2,2.3,1.5,299,17.7,,,,,
-1,34.375,0.000411934,3.47E-08,9,2020,01-09-20,2890475.2,,,,Nyamira,admin,,9,314.2,2.3,1.5,299,17.7,,,,,
-1,34.375,0.000409758,4.04E-08,7,2019,01-07-19,2828345.2,,,,Kisii,admin,37531,7,318,1.8,1.3,293.6,26.87,,,,,
-1,34.375,0.000409758,4.04E-08,7,2019,01-07-19,2828345.2,,,,Homa Bay,admin,32174,7,318,1.8,1.3,293.6,26.87,,,,,
-1,34.375,0.000409758,4.04E-08,7,2019,01-07-19,2828345.2,,,,Nyamira,admin,,7,318,1.8,1.3,293.6,26.87,,,,,
-1,34.375,0.00040931,5.52E-08,9,2019,01-09-19,2828345.2,,,,Kisii,admin,37531,9,317.8,1.1,1.1,295.85,12.1,,,,,
-1,34.375,0.00040931,5.52E-08,9,2019,01-09-19,2828345.2,,,,Homa Bay,admin,32174,9,317.8,1.1,1.1,295.85,12.1,,,,,
-1,34.375,0.00040931,5.52E-08,9,2019,01-09-19,2828345.2,,,,Nyamira,admin,,9,317.8,1.1,1.1,295.85,12.1,,,,,
-1,34.375,0.000409621,5.89E-08,10,2019,01-10-19,2828345.2,,,,Kisii,admin,37531,10,319.1,1.1,1.1,293.5,15.8,,,,,
-1,34.375,0.000409621,5.89E-08,10,2019,01-10-19,2828345.2,,,,Homa Bay,admin,32174,10,319.1,1.1,1.1,293.5,15.8,,,,,
-1,34.375,0.000409621,5.89E-08,10,2019,01-10-19,2828345.2,,,,Nyamira,admin,,10,319.1,1.1,1.1,293.5,15.8,,,,,
-1,34.375,0.00040933,4.79E-08,6,2019,01-06-19,2828345.2,,,,Kisii,admin,37531,6,322.9,1.1,1.1,292.1,20.4,,,,,
-1,34.375,0.00040933,4.79E-08,6,2019,01-06-19,2828345.2,,,,Homa Bay,admin,32174,6,322.9,1.1,1.1,292.1,20.4,,,,,
-1,34.375,0.00040933,4.79E-08,6,2019,01-06-19,2828345.2,,,,Nyamira,admin,,6,322.9,1.1,1.1,292.1,20.4,,,,,
-1,34.375,0.000409439,3.59E-08,8,2019,01-08-19,2828345.2,,,,Kisii,admin,37531,8,317.65,1,1,301.85,6.65,,,,,
-1,34.375,0.000409439,3.59E-08,8,2019,01-08-19,2828345.2,,,,Homa Bay,admin,32174,8,317.65,1,1,301.85,6.65,,,,,
-1,34.375,0.000409439,3.59E-08,8,2019,01-08-19,2828345.2,,,,Nyamira,admin,,8,317.65,1,1,301.85,6.65,,,,,
-1,34.375,0.000410076,3.40E-08,4,2019,01-04-19,2828345.2,,,,Kisii,admin,37531,4,329.27,1.13,1.08,302.05,27.55,,,,,
-1,34.375,0.000410076,3.40E-08,4,2019,01-04-19,2828345.2,,,,Homa Bay,admin,32174,4,329.27,1.13,1.08,302.05,27.55,,,,,
-1,34.375,0.000410076,3.40E-08,4,2019,01-04-19,2828345.2,,,,Nyamira,admin,,4,329.27,1.13,1.08,302.05,27.55,,,,,
-1,34.375,0.000409148,3.36E-08,2,2019,01-02-19,2828345.2,,,,Kisii,admin,37531,2,318.5,2.3,1.5,296.27,29.2,,,,,
-1,34.375,0.000409148,3.36E-08,2,2019,01-02-19,2828345.2,,,,Homa Bay,admin,32174,2,318.5,2.3,1.5,296.27,29.2,,,,,
-1,34.375,0.000409148,3.36E-08,2,2019,01-02-19,2828345.2,,,,Nyamira,admin,,2,318.5,2.3,1.5,296.27,29.2,,,,,
-1,34.375,0.000409923,5.23E-08,3,2019,01-03-19,2828345.2,,,,Kisii,admin,37531,3,314.6,1,1,295.7,5.1,,,,,
-1,34.375,0.000409923,5.23E-08,3,2019,01-03-19,2828345.2,,,,Homa Bay,admin,32174,3,314.6,1,1,295.7,5.1,,,,,
-1,34.375,0.000409923,5.23E-08,3,2019,01-03-19,2828345.2,,,,Nyamira,admin,,3,314.6,1,1,295.7,5.1,,,,,
-1,34.375,0.000402489,3.56E-08,8,2016,01-08-16,2648157.5,,,,Kisii,admin,37531,8,316.25,1.1,1.05,301.27,7.18,,,,,
-1,34.375,0.000402489,3.56E-08,8,2016,01-08-16,2648157.5,,,,Homa Bay,admin,32174,8,316.25,1.1,1.05,301.27,7.18,,,,,
-1,34.375,0.000402489,3.56E-08,8,2016,01-08-16,2648157.5,,,,Nyamira,admin,,8,316.25,1.1,1.05,301.27,7.18,,,,,
-1,34.375,0.000401009,4.22E-08,5,2016,01-05-16,2648157.5,,,,Kisii,admin,37531,5,313.7,1.1,1.1,291.4,9.4,,,,,
-1,34.375,0.000401009,4.22E-08,5,2016,01-05-16,2648157.5,,,,Homa Bay,admin,32174,5,313.7,1.1,1.1,291.4,9.4,,,,,
-1,34.375,0.000401009,4.22E-08,5,2016,01-05-16,2648157.5,,,,Nyamira,admin,,5,313.7,1.1,1.1,291.4,9.4,,,,,
-1,34.375,0.000403381,3.39E-08,12,2016,01-12-16,2648157.5,,,,Kisii,admin,37531,12,321.08,1.08,1.08,302.45,10.32,,,,,
-1,34.375,0.000403381,3.39E-08,12,2016,01-12-16,2648157.5,,,,Homa Bay,admin,32174,12,321.08,1.08,1.08,302.45,10.32,,,,,
-1,34.375,0.000403381,3.39E-08,12,2016,01-12-16,2648157.5,,,,Nyamira,admin,,12,321.08,1.08,1.08,302.45,10.32,,,,,
-1,34.375,0.00040193,3.44E-08,10,2016,01-10-16,2648157.5,,,,Kisii,admin,37531,10,325.9,1,1,307.8,10.7,,,,,
-1,34.375,0.00040193,3.44E-08,10,2016,01-10-16,2648157.5,,,,Homa Bay,admin,32174,10,325.9,1,1,307.8,10.7,,,,,
-1,34.375,0.00040193,3.44E-08,10,2016,01-10-16,2648157.5,,,,Nyamira,admin,,10,325.9,1,1,307.8,10.7,,,,,
-1,34.375,0.000402687,4.31E-08,3,2016,01-03-16,2648157.5,,,,Kisii,admin,37531,3,319.14,1.22,1.12,298.74,12.82,,,,,
-1,34.375,0.000402687,4.31E-08,3,2016,01-03-16,2648157.5,,,,Homa Bay,admin,32174,3,319.14,1.22,1.12,298.74,12.82,,,,,
-1,34.375,0.000402687,4.31E-08,3,2016,01-03-16,2648157.5,,,,Nyamira,admin,,3,319.14,1.22,1.12,298.74,12.82,,,,,
-1,34.375,0.000402875,4.16E-08,7,2016,01-07-16,2648157.5,,,,Kisii,admin,37531,7,309,1.88,1.32,289.24,20.7,,,,,
-1,34.375,0.000402875,4.16E-08,7,2016,01-07-16,2648157.5,,,,Homa Bay,admin,32174,7,309,1.88,1.32,289.24,20.7,,,,,
-1,34.375,0.000402875,4.16E-08,7,2016,01-07-16,2648157.5,,,,Nyamira,admin,,7,309,1.88,1.32,289.24,20.7,,,,,
-1,34.375,0.000402593,3.15E-08,2,2016,01-02-16,2648157.5,,,,Kisii,admin,37531,2,323.27,1.03,1.03,303.27,11.83,,,,,
-1,34.375,0.000402593,3.15E-08,2,2016,01-02-16,2648157.5,,,,Homa Bay,admin,32174,2,323.27,1.03,1.03,303.27,11.83,,,,,
-1,34.375,0.000402593,3.15E-08,2,2016,01-02-16,2648157.5,,,,Nyamira,admin,,2,323.27,1.03,1.03,303.27,11.83,,,,,
-1,34.375,0.000402508,3.85E-08,6,2016,01-06-16,2648157.5,,,,Kisii,admin,37531,6,315.85,1.05,1.05,300.8,8,,,,,
-1,34.375,0.000402508,3.85E-08,6,2016,01-06-16,2648157.5,,,,Homa Bay,admin,32174,6,315.85,1.05,1.05,300.8,8,,,,,
-1,34.375,0.000402508,3.85E-08,6,2016,01-06-16,2648157.5,,,,Nyamira,admin,,6,315.85,1.05,1.05,300.8,8,,,,,
-1,34.375,0.000402784,5.46E-08,11,2016,01-11-16,2648157.5,,,,Kisii,admin,37531,11,318.1,1.4,1.2,297.8,15.5,,,,,
-1,34.375,0.000402784,5.46E-08,11,2016,01-11-16,2648157.5,,,,Homa Bay,admin,32174,11,318.1,1.4,1.2,297.8,15.5,,,,,
-1,34.375,0.000402784,5.46E-08,11,2016,01-11-16,2648157.5,,,,Nyamira,admin,,11,318.1,1.4,1.2,297.8,15.5,,,,,
-1,34.375,0.00040301,4.39E-08,4,2016,01-04-16,2648157.5,,,,Kisii,admin,37531,4,311.3,1.4,1.2,274.1,14.9,,,,,
-1,34.375,0.00040301,4.39E-08,4,2016,01-04-16,2648157.5,,,,Homa Bay,admin,32174,4,311.3,1.4,1.2,274.1,14.9,,,,,
-1,34.375,0.00040301,4.39E-08,4,2016,01-04-16,2648157.5,,,,Nyamira,admin,,4,311.3,1.4,1.2,274.1,14.9,,,,,
-1,34.375,0.000407842,2.38E-08,12,2018,01-12-18,2766884,,,,Kisii,admin,37531,12,315.9,1.2,1.1,301.8,6.8,,,,,
-1,34.375,0.000407842,2.38E-08,12,2018,01-12-18,2766884,,,,Homa Bay,admin,32174,12,315.9,1.2,1.1,301.8,6.8,,,,,
-1,34.375,0.000407842,2.38E-08,12,2018,01-12-18,2766884,,,,Nyamira,admin,,12,315.9,1.2,1.1,301.8,6.8,,,,,
-1,34.375,0.000406304,2.65E-08,9,2018,01-09-18,2766884,,,,Kisii,admin,37531,9,314.6,3.4,1.7,297.1,40.2,,,,,
-1,34.375,0.000406304,2.65E-08,9,2018,01-09-18,2766884,,,,Homa Bay,admin,32174,9,314.6,3.4,1.7,297.1,40.2,,,,,
