lat,lon,XCO2,XCO2PREC,Month,Year,DATE
-5.0,33.75,0.0003989757811547362,5.011889371926431e-08,1,2015,2015-01-01
-5.0,34.375,0.00039878376569944406,4.6882602860422635e-08,1,2015,2015-01-01
-5.0,35.0,0.0003986665414554262,4.351525127990604e-08,1,2015,2015-01-01
-5.0,35.625,0.0003985248972199887,4.005078867564439e-08,1,2015,2015-01-01
-5.0,36.25,0.00039840241304538664,3.6532656012585106e-08,1,2015,2015-01-01
-5.0,36.875,0.00039831890347657816,3.302011539715178e-08,1,2015,2015-01-01
-5.0,37.5,0.00039832478831803816,2.959857832709413e-08,1,2015,2015-01-01
-5.0,38.125,0.0003983471939253861,2.6395840096830784e-08,1,2015,2015-01-01
-5.0,38.75,0.0003984258068920744,2.3604346182926428e-08,1,2015,2015-01-01
-5.0,39.375,0.00039849736006750217,2.149961527640958e-08,1,2015,2015-01-01
-5.0,40.0,0.0003984449473547659,2.041897165682267e-08,1,2015,2015-01-01
-5.0,40.625,0.00039840507721941495,2.0034005671713328e-08,1,2015,2015-01-01
-5.0,41.25,0.00039837693451948825,1.9793508473885305e-08,1,2015,2015-01-01
-5.0,41.875,0.00039835340254695996,1.9686987312651036e-08,1,2015,2015-01-01
-4.5,33.75,0.0003990248418807413,4.8137182199153236e-08,1,2015,2015-01-01
-4.5,34.375,0.00039881785097907506,4.5145433566783455e-08,1,2015,2015-01-01
-4.5,35.0,0.00039863336121103907,4.20364685912968e-08,1,2015,2015-01-01
-4.5,35.625,0.00039851373132419654,3.8843825308399754e-08,1,2015,2015-01-01
-4.5,36.25,0.0003984541724475416,3.561032331742746e-08,1,2015,2015-01-01
-4.5,36.875,0.00039823766729246165,3.239373209417217e-08,1,2015,2015-01-01
-4.5,37.5,0.00039831686925965423,2.9275592091197747e-08,1,2015,2015-01-01
-4.5,38.125,0.0003983355424181002,2.6374205442587296e-08,1,2015,2015-01-01
-4.5,38.75,0.0003984160587518296,2.386077336726936e-08,1,2015,2015-01-01
-4.5,39.375,0.0003984725970498872,2.196975479003358e-08,1,2015,2015-01-01
-4.5,40.0,0.00039844550924646036,2.097802580857738e-08,1,2015,2015-01-01
-4.5,40.625,0.0003983985760339325,2.0597179269634876e-08,1,2015,2015-01-01
-4.5,41.25,0.00039837346142326905,2.0355887194921347e-08,1,2015,2015-01-01
-4.5,41.875,0.00039835237370308246,2.024283101266535e-08,1,2015,2015-01-01
-4.0,33.75,0.00039903602221109453,4.621390235252226e-08,1,2015,2015-01-01
-4.0,34.375,0.000398906447263735,4.345776010535506e-08,1,2015,2015-01-01
-4.0,35.0,0.00039868193843792526,4.0597635260550375e-08,1,2015,2015-01-01
-4.0,35.625,0.00039853816797990623,3.7666307733835706e-08,1,2015,2015-01-01
-4.0,36.25,0.0003983850081332944,3.470543195532849e-08,1,2015,2015-01-01
-4.0,36.875,0.00039826821704346297,3.177049332113065e-08,1,2015,2015-01-01
-4.0,37.5,0.00039834168449986816,2.893815849263109e-08,1,2015,2015-01-01
-4.0,38.125,0.0003983332946166141,2.6316408885253387e-08,1,2015,2015-01-01
-4.0,38.75,0.0003983817178748488,2.4055894972861895e-08,1,2015,2015-01-01
-4.0,39.375,0.00039843804880811443,2.2355059499931134e-08,1,2015,2015-01-01
-4.0,40.0,0.00039844030001287106,2.14414707257445e-08,1,2015,2015-01-01
-4.0,40.625,0.00039839589918565547,2.1065249388284393e-08,1,2015,2015-01-01
-4.0,41.25,0.00039837657224721157,2.082510381699938e-08,1,2015,2015-01-01
-4.0,41.875,0.0003983610798557845,2.0708831632093032e-08,1,2015,2015-01-01
-3.5,33.75,0.000398909370790446,4.441236326810915e-08,1,2015,2015-01-01
-3.5,34.375,0.00039874165550798116,4.1873255187704763e-08,1,2015,2015-01-01
-3.5,35.0,0.00039852302483444463,3.924222528631671e-08,1,2015,2015-01-01
-3.5,35.625,0.0003984087879577982,3.655100815336415e-08,1,2015,2015-01-01
-3.5,36.25,0.00039829026659830445,3.38396752784612e-08,1,2015,2015-01-01
-3.5,36.875,0.0003982673630572765,3.11609012354275e-08,1,2015,2015-01-01
-3.5,37.5,0.00039825781277613714,2.8586001331189044e-08,1,2015,2015-01-01
-3.5,38.125,0.00039828966820946776,2.6212739281450835e-08,1,2015,2015-01-01
-3.5,38.75,0.00039837323258266666,2.4173205688050706e-08,1,2015,2015-01-01
-3.5,39.375,0.00039841937553231424,2.2635814577118856e-08,1,2015,2015-01-01
-3.5,40.0,0.00039842450872041104,2.178934155857171e-08,1,2015,2015-01-01
-3.5,40.625,0.0003983963474785278,2.1418961931637247e-08,1,2015,2015-01-01
-3.5,41.25,0.00039838541676046236,2.1182613951264028e-08,1,2015,2015-01-01
-3.5,41.875,0.00039837463954163173,2.1067147671923923e-08,1,2015,2015-01-01
-3.0,33.75,0.00039882426403158706,4.280489579407082e-08,1,2015,2015-01-01
-3.0,34.375,0.00039857890735748376,4.0452790311474295e-08,1,2015,2015-01-01
-3.0,35.0,0.00039834870474277843,3.801908539852151e-08,1,2015,2015-01-01
-3.0,35.625,0.00039823636301838223,3.5534317759418424e-08,1,2015,2015-01-01
-3.0,36.25,0.0003982157807425416,3.303678969638934e-08,1,2015,2015-01-01
-3.0,36.875,0.0003981191218753661,3.057623729784791e-08,1,2015,2015-01-01
